t,y(t)
102.0,8.5
103.0,8.583333333333336
104.0,8.666666666666668
105.0,8.75
106.0,8.833333333333332
107.0,8.916666666666664
108.0,9.0
109.0,9.083333333333332
110.0,9.166666666666664
111.0,9.25
112.0,9.333333333333332
113.0,9.416666666666668
114.0,9.5
115.0,9.583333333333336
116.0,9.666666666666668
117.0,9.75
118.0,9.833333333333336
119.0,9.916666666666668
120.0,10.0
121.0,10.083333333333332
122.0,10.166666666666664
123.0,10.25
124.0,10.333333333333332
125.0,10.416666666666664
126.0,10.5
127.0,10.583333333333332
128.0,10.666666666666668
129.0,10.75
130.0,10.833333333333336
131.0,10.916666666666668
132.0,11.0
133.0,11.083333333333336
134.0,11.166666666666668
135.0,11.25
136.0,11.333333333333332
137.0,11.416666666666664
138.0,11.5
139.0,11.583333333333332
140.0,11.666666666666664
141.0,11.75
142.0,11.833333333333332
143.0,11.916666666666668
144.0,12.0
145.0,12.083333333333336
146.0,12.166666666666668
147.0,12.25
148.0,12.333333333333336
149.0,12.416666666666668
150.0,12.5
151.0,12.583333333333332
152.0,12.666666666666664
153.0,12.75
154.0,12.833333333333332
155.0,12.916666666666664
156.0,13.0
157.0,13.083333333333332
158.0,13.166666666666668
159.0,13.25
160.0,13.333333333333336
161.0,13.416666666666668
162.0,13.5
163.0,13.583333333333336
164.0,13.666666666666668
165.0,13.75
166.0,13.833333333333332
167.0,13.916666666666664
168.0,14.0
169.0,14.083333333333332
170.0,14.166666666666664
171.0,14.25
172.0,14.333333333333332
173.0,14.416666666666668
174.0,14.5
175.0,14.583333333333336
176.0,14.666666666666668
177.0,14.75
178.0,14.833333333333336
179.0,14.916666666666668
180.0,15.0
181.0,15.083333333333332
182.0,15.166666666666664
183.0,15.25
184.0,15.333333333333332
185.0,15.416666666666664
186.0,15.5
187.0,15.583333333333332
188.0,15.666666666666668
189.0,15.75
190.0,15.833333333333336
191.0,15.916666666666668
192.0,16.0
193.0,16.083333333333336
194.0,16.166666666666668
195.0,16.25
196.0,16.333333333333332
197.0,16.416666666666664
198.0,16.5
199.0,16.583333333333332
200.0,16.666666666666664
201.0,16.75
202.0,16.833333333333332
203.0,16.916666666666668
204.0,17.0
205.0,17.083333333333336
206.0,17.166666666666668
207.0,17.25
208.0,17.333333333333336
209.0,17.416666666666668
210.0,17.5
211.0,17.583333333333332
212.0,17.666666666666664
213.0,17.75
214.0,17.833333333333332
215.0,17.916666666666664
216.0,18.0
217.0,18.083333333333332
218.0,18.166666666666668
219.0,18.25
220.0,18.333333333333336
221.0,18.416666666666668
222.0,18.5
223.0,18.583333333333336
224.0,18.666666666666668
225.0,18.75
226.0,18.833333333333332
227.0,18.916666666666664
228.0,19.0
229.0,19.083333333333332
230.0,19.166666666666664
231.0,19.25
232.0,19.333333333333332
233.0,19.416666666666668
234.0,19.5
235.0,19.583333333333336
236.0,19.666666666666668
237.0,19.75
238.0,19.833333333333336
239.0,19.916666666666668
240.0,20.0
241.0,20.083333333333332
242.0,20.166666666666664
243.0,20.25
244.0,20.333333333333336
245.0,20.416666666666668
246.0,20.5
247.0,20.583333333333332
248.0,20.666666666666668
249.0,20.75
250.0,20.833333333333332
251.0,20.916666666666664
252.0,21.0
253.0,21.083333333333336
254.0,21.166666666666668
255.0,21.25
256.0,21.333333333333332
257.0,21.416666666666664
258.0,21.5
259.0,21.583333333333336
260.0,21.666666666666668
261.0,21.75
262.0,21.833333333333332
263.0,21.916666666666668
264.0,22.0
265.0,22.083333333333332
266.0,22.166666666666664
267.0,22.25
268.0,22.333333333333336
269.0,22.416666666666668
270.0,22.5
271.0,22.583333333333332
272.0,22.666666666666664
273.0,22.75
274.0,22.833333333333336
275.0,22.916666666666668
276.0,23.0
277.0,23.083333333333332
278.0,23.166666666666668
279.0,23.25
280.0,23.333333333333332
281.0,23.416666666666664
282.0,23.5
283.0,23.583333333333336
284.0,23.666666666666668
285.0,23.75
286.0,23.833333333333332
287.0,23.916666666666664
288.0,24.0
289.0,24.083333333333336
290.0,24.166666666666668
291.0,24.25
292.0,24.333333333333336
293.0,24.416666666666664
294.0,24.5
295.0,24.583333333333332
296.0,24.666666666666664
297.0,24.75
298.0,24.833333333333336
299.0,24.916666666666668
300.0,25.0
301.0,25.083333333333332
302.0,25.166666666666664
303.0,25.25
304.0,25.333333333333336
305.0,25.416666666666668
306.0,25.5
307.0,25.583333333333336
308.0,25.666666666666664
309.0,25.75
310.0,25.833333333333332
311.0,25.916666666666664
312.0,26.0
313.0,26.083333333333336
314.0,26.166666666666668
315.0,26.25
316.0,26.333333333333332
317.0,26.416666666666664
318.0,26.5
319.0,26.583333333333336
320.0,26.666666666666668
321.0,26.75
322.0,26.833333333333336
323.0,26.916666666666664
324.0,27.0
325.0,27.083333333333332
326.0,27.166666666666664
327.0,27.25
328.0,27.333333333333336
329.0,27.416666666666668
330.0,27.5
331.0,27.583333333333332
332.0,27.666666666666664
333.0,27.75
334.0,27.833333333333336
335.0,27.916666666666668
336.0,28.0
337.0,28.083333333333336
338.0,28.166666666666664
339.0,28.25
340.0,28.333333333333332
341.0,28.416666666666664
342.0,28.5
343.0,28.583333333333336
344.0,28.666666666666668
345.0,28.75
346.0,28.833333333333332
347.0,28.916666666666664
348.0,29.0
349.0,29.083333333333336
350.0,29.166666666666668
351.0,29.25
352.0,29.333333333333336
353.0,29.416666666666664
354.0,29.5
355.0,29.583333333333332
356.0,29.666666666666664
357.0,29.75
358.0,29.833333333333336
359.0,29.916666666666668
360.0,30.0
361.0,30.083333333333332
362.0,30.166666666666668
363.0,30.25
364.0,30.333333333333336
365.0,30.416666666666664
366.0,30.5
367.0,30.583333333333336
368.0,30.666666666666664
369.0,30.75
370.0,30.833333333333336
371.0,30.916666666666664
372.0,31.0
373.0,31.083333333333332
374.0,31.166666666666668
375.0,31.25
376.0,31.333333333333336
377.0,31.416666666666668
378.0,31.5
379.0,31.583333333333336
380.0,31.666666666666668
381.0,31.75
382.0,31.833333333333336
383.0,31.916666666666668
384.0,32.0
385.0,32.083333333333336
386.0,32.16666666666667
387.0,32.25
388.0,32.333333333333336
389.0,32.41666666666667
390.0,32.5
391.0,32.583333333333336
392.0,32.66666666666667
393.0,32.75
394.0,32.833333333333336
395.0,32.91666666666667
396.0,33.00000000000001
397.0,33.083333333333336
398.0,33.16666666666667
399.0,33.25
400.0,33.333333333333336
401.0,33.41666666666667
402.0,33.50000000000001
403.0,33.583333333333336
404.0,33.66666666666667
405.0,33.75000000000001
406.0,33.833333333333336
407.0,33.91666666666667
408.0,34.00000000000001
409.0,34.083333333333336
410.0,34.16666666666667
411.0,34.25000000000001
412.0,34.33333333333334
413.0,34.41666666666667
414.0,34.50000000000001
415.0,34.58333333333334
416.0,34.66666666666667
417.0,34.75000000000001
418.0,34.83333333333334
419.0,34.91666666666667
420.0,35.00000000000001
421.0,35.08333333333334
422.0,35.16666666666667
423.0,35.25000000000001
424.0,35.33333333333334
425.0,35.41666666666667
426.0,35.50000000000001
427.0,35.58333333333334
428.0,35.66666666666667
429.0,35.75000000000001
430.0,35.83333333333334
431.0,35.91666666666668
432.0,36.00000000000001
433.0,36.08333333333334
434.0,36.16666666666668
435.0,36.25000000000001
436.0,36.33333333333334
437.0,36.41666666666668
438.0,36.50000000000001
439.0,36.58333333333334
440.0,36.66666666666668
441.0,36.75000000000001
442.0,36.83333333333334
443.0,36.91666666666668
444.0,37.00000000000001
445.0,37.08333333333334
446.0,37.16666666666668
447.0,37.25000000000001
448.0,37.33333333333334
449.0,37.41666666666667
450.0,37.50000000000001
451.0,37.58333333333334
452.0,37.66666666666667
453.0,37.75000000000001
454.0,37.83333333333334
455.0,37.91666666666667
456.0,38.00000000000001
457.0,38.08333333333334
458.0,38.16666666666667
459.0,38.25000000000001
460.0,38.33333333333334
461.0,38.41666666666667
462.0,38.50000000000001
463.0,38.58333333333334
464.0,38.66666666666667
465.0,38.75000000000001
466.0,38.833333333333336
467.0,38.91666666666667
468.0,39.00000000000001
469.0,39.083333333333336
470.0,39.16666666666667
471.0,39.25000000000001
472.0,39.333333333333336
473.0,39.41666666666667
474.0,39.5
475.0,39.583333333333336
476.0,39.66666666666667
477.0,39.75
478.0,39.833333333333336
479.0,39.916666666666664
480.0,40.0
481.0,40.083333333333336
482.0,40.166666666666664
483.0,40.25
484.0,40.33333333333333
485.0,40.416666666666664
486.0,40.5
487.0,40.58333333333333
488.0,40.666666666666664
489.0,40.74999999999999
490.0,40.83333333333333
491.0,40.91666666666666
492.0,40.99999999999999
493.0,41.08333333333333
494.0,41.16666666666666
495.0,41.24999999999999
496.0,41.33333333333332
497.0,41.41666666666666
498.0,41.49999999999999
499.0,41.58333333333332
500.0,41.66666666666666
501.0,41.749999999999986
502.0,41.83333333333332
503.0,41.91666666666666
504.0,41.999999999999986
505.0,42.08333333333332
506.0,42.16666666666665
507.0,42.249999999999986
508.0,42.333333333333314
509.0,42.41666666666665
510.0,42.499999999999986
511.0,42.583333333333314
512.0,42.66666666666665
513.0,42.749999999999986
514.0,42.833333333333314
515.0,42.91666666666665
516.0,42.99999999999998
517.0,43.083333333333314
518.0,43.16666666666665
519.0,43.24999999999998
520.0,43.333333333333314
521.0,43.41666666666665
522.0,43.49999999999998
523.0,43.583333333333314
524.0,43.66666666666665
525.0,43.749999999999986
526.0,43.833333333333314
527.0,43.91666666666665
528.0,43.999999999999986
529.0,44.083333333333314
530.0,44.16666666666665
531.0,44.249999999999986
532.0,44.33333333333332
533.0,44.41666666666666
534.0,44.499999999999986
535.0,44.58333333333332
536.0,44.66666666666666
537.0,44.74999999999999
538.0,44.83333333333333
539.0,44.916666666666664
540.0,45.0
